,QueryID,Query,Query_GrpID
65,65,My shower is full of water that won't drain away. Why is this happenning?,2
66,66,I was washing my feet in the bide yesterday and somehow I managed to get it clogged. How is this possible?,2
67,67,Water drains really slowly from my sink. Using plunger does not work. Any advice?,2
68,68,I've poured out some cooking oil in my sink and now it's draining rather slowly. What can I do to fix this issue?,2
69,69,I made quite a big mess and one flush can't handle it. I am afraid to flush it twice because the toilet could overflow.,2
70,70,Are there some quality differences in different plungers?,2
71,71,"I have heard you can unclog your toilet by using a mixture of water, vinegar and baking soda? Is it true?",2
72,72,"Is it smart to try to unclog your drain using a some kind of wire (for example, wire coat hanger)? Can I damage pipes?",2
73,73,What is the best enzyme waste removal product for fixing slow water drains?,2
74,74,"There are so many chemical drain cleaners out there, and they are all so pricey. Does the cheaper ones work?",2
75,75,Some watermelon seeds got stuck in my sink drain. Can't figure out a clever way to remove them? Somebody knows something?,2
76,76,"I was washing my dog, but as it is rather hairy, the drain got clogged with hair balls. Can you somehow get it out without using checmical drain cleaners?",2
77,77,How do I interpret the numbers on my natural gas meter?,3
78,78,Reading a natural gas meter for my house installation.,3
79,79,The man from the gas company regularly comes and writes the state of my meter. I'd like to understand how to read the numbers myself?,3
80,80,What do all the numbers on a natural gas meter mean?,3
81,81,I've recently had gas heating installed. I want to keep track of how much gas I'm spending so the company won't rip me off. How can I do this?,3
82,82,How to read the meter measuring the amount of gas my heater and cooking appliances spend each month.,3
83,83,In what measure is the gas expenditure on my apartments's gas meter? How can understand how much gas i am spending.,3
84,84,How can I make sense of the readings on my natural gas meter?,3
85,85,I see some red and some black numbers on my gas meter. How do I intepret these?,3
86,86,"I've most definitely used less gas this month than the last one, but my gas meter shows a larger number than previous month.",3
87,87,My wife and I cannot agree on the reading of our gas meter. What does separate silver digit stand for?,3
88,88,Is there anyone who knows how to read a gas meter produced by company GasMeters & Co.? I'm totally confused.,3
89,89,I thought measuring gas consumption would be easy until I saw my gas meter.,3
90,90,Why does my gas meter have only four digits?,3
91,91,Why do I have so many zeros on my gas meter (and I've spending gas quite a lot)?,3
92,92,I'd like to learn how to read and interpret numbers on my gas meter.,3
93,93,I am really tired of those shady guys coming and checking my gas meter. How can I do it myself?,3
94,94,There are quite a few different values on my gas meter. Does somebody know how to interpret them?,3
95,95,Is there some kind of manual on the internet regarding the gas meters?,3
96,96,How to correctly check how much gas you're spending?,3
97,97,"My gas bill is quite high this month, and I am sure that the gas guy got it wrong. How can I check it?",3
98,98,"I have a strange feeling that gas price went up as my bill got quite high this month, but I'd still like to check my gas meter by myself.",3
99,99,In what units do you measure gas expenditure?,3
100,100,Why are there two different meters in my gas meter box? Does anybody have an idea what are they for?,3
101,101,How can I remove bad odour from my car?,4
102,102,"My car was in the rain for too long and it smells of fungi :S, what is the best way to tackle this.",4
103,103,I forgot some salami in the car and it went bad. The car was closed for several days and I don't now how to get rid of the stench.,4
104,104,"I'm a taxi driver and one of my customers had a little ""incident"" the other day. Now i find myself having to clean up vomit. How can I best handle the smell :/",4
105,105,"I can't get some awful smell out of my van, can someone please help me?",4
106,106,"I spilled some motor oil in my car. It stinks pretty bad and i dont know how to get rid of it. I've tried everything, plx help!",4
107,107,Removing really bad odour from the inside of my car?,4
108,108,Im selling my car. Hot to get any old smell out. I'm hoping that way ill get a better price.,4
109,109,My children took some eggs to paint in school just before Easter. On the way back they forgot these eggs in the car. I didn't use the car for at least a week and when I opened the door I nearly fainted. The stink simply won't go away. Any advice?,4
110,110,My friend had sex with a fat smelly girl in the back of my car and it still stinks of this chick's sweat. How do I remove this smell? Please help,4
111,111,There is a disgusting smell in my car. How can I get rid of it?,4
112,112,How do you remove the cat smell from the car?,4
113,113,There is an intense odour of burnt tires inside my car that I would like to get rid of.,4
114,114,My girlfriend has been eating a lot of Mexican food lately and has been farting in the car a lot. Now the stench has stuck in the car and we can't get rid of it.,4
115,115,My dog vomited in the car. I cleaned it but it still stinks badly.,4
116,116,What's the best way of refreshing the air in the car after not being used for a while?,4
117,117,I hate it when I am taking my friend to work because he's a smoker. I don't know how to get rid of that smell afterwards.,4
118,118,Previous automobile owner was a smoker and that can surely be smelled. How to make that smell go away?,4
119,119,"I know it is a usual thing when you have pets, but how can I cheaply tone down that recognizable odor in my car?",4
120,120,My friend often eats fast food in my car when we're going out and that leaves my car smelling weirdly for days. Is there a clever way to put up with it?,4
121,121,What are some alternative car air fresheners? The one I am currently using is not as efficient in eliminating odors.,4
122,122,Will it make a difference if I put several air fresheners in my car instead of one?,4
123,123,My car vents stink. How can I get rid of that smell?,4
124,124,"What is the best way to keep your car fresh, and not smelly?",4
125,125,I heard there are some homemade mixtures that can alleviate the bad odors from my car. What could those be?,4
126,126,How do I know if the clutch in my car needs to be replaced?,5
127,127,What does the clutch in my car do?,5
128,128,How should i maintain the clutch and stick in my car?,5
129,129,"I have a non automatic car, when i press the clutch I hear noise underneath the car. Is it a clutch problem?",5
130,130,What are the signs of a worn clutch. How often should i replace it?,5
131,131,How do I fix the clutch in my car?,5
132,132,I think i have a problem with the clutch in my car. How do I go about fixing this?,5
133,133,Is there any way I can make my clutch last longer before it becomes worn out.,5
134,134,Lately I have problems changing gears. Is the problem in the stick or in the clutch?,5
135,135,"The clutch pedal in my wife's car has gone loose, what's the cause?",5
136,136,"I had a car clutch replaced recently, but this one is even worse than the previous one.",5
137,137,Who is the best mechanic for clutches in the town?,5
138,138,Issues with replacing a clutch in the car.,5
139,139,What is the correct maintenance procedure for car clutches?,5
140,140,On what mileage do clucthes need to be replaced in Toyotas?,5
141,141,I have a really old car with a strange clutch that stopped working. Who should I take the car to?,5
142,142,I am having trouble with the clutch in my Fiat Bravo. It gets stuck quite often. Can I fix it by myself?,5
143,143,How often does the clutch needs be replaced?,5
144,144,What do you need to pay attention to if you want to preserve your car clutch for as long as possible?,5
145,145,Is it easy to replace the clutch? Do I need a professional to do so?,5
146,146,How to tell if your clutch (in automobile) is time-worn?,5
147,147,What's the best time to replace clutch?,5
148,148,In what season is clutch in my car most possible to break and how to prevent it?,5
149,149,My car's engine shut downs every now and then when I change gears. Is it the clutch's fault?,5
150,150,I locked myself outside of my car! The keys are still inside and i cant get to them. What can i do?!,6
151,151,My car is locked and i forgot the keys inside. I cant get in. Do i have to call the mechanic to break into my own car?,6
152,152,I need to open my car door without the keys. What would be the best way to go about this.,6
153,153,My dog pressed the lock mechanism from the inside of my car. Now I cant get inside since the keys are inside with the dog. Help!,6
154,154,"I've lost the only pair of car keys that i had, and my car is parked at the parking lot. Is there any way to get in without calling a locksmith?",6
155,155,"I've just dropped my car keys into a sewer, and i need to get home! Can i somehow open my car without them?!",6
156,156,"A guy towed my new car to my driveway but forgot to bring me the keys. He is coming tomorrow, but i really wanna drive the car. Is there any way to do it without keys?",6
157,157,I need to open a car without keys (not stealing it or anything it's for a surprise party).,6
158,158,"How to jump-start a car without a key? It's my car, I just lost the keys.",6
159,159,My car key fell in the vent and I don't have a spair one and I really need my car today.,6
160,160,I locked my keys inside of the car. Do I need to break the window now in order to get in?,6
161,161,A dog swallowed the car keys and refuses to poop them out. I need my car TODAY! What should I do?,6
162,162,I divorced my wife and she delibrately took my car keys with her. Can I have a new copy of the same key made?,6
163,163,Tell me what do to with a locked car and a lost car key.,6
164,164,I locked the car key in the back of the car. Is there a way of opening the trunk or the doors?,6
165,165,My kid locked himself in the car from the inside and I really need to open the car ASAP. Any non-violent options?,6
166,166,My friend told me that you can open a car lock by using only a shoestring. Anybody knows something about it?,6
167,167,"Can you easily ""break into"" your car without keys? I am desperate as I lost my keys somewhere.",6
168,168,"I know it is a shady question, but is it possible to open your car easily without looking as a car thief?",6
169,169,I am so dumb - I left my keys in my car. How can I get them without calling car service?,6
170,170,My key got stuck in the lock and I can't open my car now. Can you somehow open the car without using your keys?,6
171,171,"I've read somewhere on the internet that you can open your car using a tennis ball? It definitely sounds like a hoax, but I'm still interested.",6
172,172,Do I have to call police to open my car without keys as I dropped them somewhere?,6
173,173,Does every car has its unique remote car opener or can I open mine using a friend's one (he's got the same car as I do)?,6
174,174,How do I change sparkplugs in my car?,7
175,175,Can you give me some instructions on switching the spark plugs in my car?,7
176,176,Is it possible to change my spark plugs myself. Mechanics are sooo expensive ...,7
177,177,How to put in new spark plugs into my car.,7
178,178,"My car wont start, I think it might be a spark plug problem. How can i go about fixing this?",7
179,179,What are the neccessary tasks to maintain spark plugs in my engine?,7
180,180,Can replacing my spark plugs fix some of the problems i've been having with my engine?,7
181,181,What would be the symptoms of a spark plug related problem?,7
182,182,I have problems with starting my car. Could it be about the spark plugs?,7
183,183,How often do you need to replace spark plugs?,7
184,184,"Do I only need to replace a spark plug when it dies, or even before that?",7
185,185,I've had the same spark plugs for a while now. Is it dangerous for the engine if I don't replace them?,7
186,186,What should I connect the spark plug with?,7
187,187,I bought high-voltage spark plugs and I'm not sure if these will fit into my car.,7
188,188,"I've been changing spark plugs practically every month. This is not normal, what's wrong with my car.",7
189,189,What is the normal life-span of a spark plug?,7
190,190,My car won't start. Is it possible that it's related to spark plugs?,7
191,191,Does somebody knows a good tutorial on replacing my spark plugs?,7
192,192,My spark plugs are not sparking things up - what can I do to fix that?,7
193,193,Does every car manual explains how to change spark plugs? I am having trouble replacing them.,7
194,194,How can I tell if my spark plugs are a goner?,7
195,195,I've changed my spark plugs but the engine still won't start. I really don't know what to do.,7
196,196,"Can you do something at all to get the maximum out of your spark plugs (I know they are not expensive, but still)?",7
197,197,Is it difficult to change your spark plugs or do I have to go to a car repair shop?,7
198,198,"I've got mold on the ceiling of my bathroom, how can i remove it?!",8
199,199,The inside of my car has mold. I guess i left it out in the rain one time to many. What would be the best way to get rid of the mold.,8
200,200,"I'm finding mold all over my bathroom. The faucets, sink , bathtup everything. I'm going crazy. How can I fix this?",8
201,201,Underneath my kitchen sink the pipe is full of mold. I think it's because its always damp since it's leaking very slightly. I clean the mold but it always comes back. Is there a more permanent solution?,8
202,202,An easy and effective way to remove mold from all surfaces.,8
203,203,How to fight mold that has started growing on my walls (I had a slight leak in the ceiling and everything became damp)?,8
204,204,Do you know of any agents I could use to destroy mold?,8
205,205,Any cleaner / sanitizer you would recommend to permanently get rid of mold in the house.,8
206,206,I've leased my apartment to some irresponsible people and now I have a lot of mold in my fridge.,8
207,207,I have moisture and mold on my walls. How do I stop it from reappering?,8
208,208,I've been cleaning mold simply with water and spunge but it's not very effective. Is there a better way?,8
209,209,What could be the cause of repeated mold on my windows?,8
210,210,Every winter during some really cold nights we ge mold in our bedroom. How do I stop this from occurring?,8
211,211,"Why do I get mold on the cheese, even though it's in a well-cooled fridge all the time?",8
212,212,Can I use pesticide to treat mold?,8
213,213,I've used sulphiric acid on mold and it doesn't work. What should I try next?,8
214,214,Is it possible that using bleach to remove the mold can damage the wall?,8
215,215,Is it better to use bleach or borax to get rid of the mold and why?,8
216,216,My bathroom walls are all mouldy and it seems I can't scrub it off that easily. Any advice on this?,8
217,217,Can you somehow prevent mold?,8
218,218,Is moisture control key thing to prevent mold or do I have to pay attention to something else as well?,8
219,219,I think that bathtub pipes are leaking; there's a lot of mold around them. Can I just scrub it off with any kind of detergent?,8
220,220,How to keep mold from appearing in places that are always damp (such as bathrooms)?,8
221,221,Does increasing ventilation help in preventing mold from appearing?,8
222,222,How do I drive a car with a stick?,9
223,223,Driving instructions for non automatic cars.,9
224,224,"I got a new car that is not an automatic. So far i've only driven automatics, what do I need to know?",9
225,225,Is it much easier to drive an automatic than a manual?,9
226,226,Are there any advantages of a manual car (with a gear stick) with respect to an automatic?,9
227,227,What do i have to do with the gear stick?,9
228,228,I heard that manual transmission cars can be driven so that they spend less fuel. Is this true?,9
229,229,Where can I learn to drive a manual transmission car?,9
230,230,How hard is it to switch from the automatic to a car with the stick?,9
231,231,I'm going to Europe next week and I'll have to drive a car with a stick. How do I do that?,9
232,232,What's the main difference between manual and auto transmission in cars?,9
233,233,What's the clutch for in car with manual transmission?,9
234,234,I need a reference to a guidebook on driving manual transmission cars.,9
235,235,Is there a driving school where you can drive a car with a stick?,9
236,236,How do Europeans drive cars that do not shift gears automatically?,9
237,237,Driving a car with a stick.,9
238,238,I got a used car with manual transmission for my 18th birthday. It's a nightmare! How can you drive this thing?,9
239,239,Is there something else to keep an eye on except for the gear shifting?,9
240,240,How do you control automatic gear changing? Isn't it kinda silly?,9
241,241,Do I have to be extra careful when navigating steep inclines in an automatic transmission as in a manual one?,9
242,242,"I have heard that it is ridiculously easy to drive an automatic car, but I am still suspicious. What's the catch?",9
243,243,Can you give me some tips to properly (and efficiently) drive an automatic car?,9
244,244,Why should I buy a car with automatic transmission instead of one with manual one?,9
245,245,Is auto gear shift really a good thing? What are its bad sides?,9
246,246,"I've seen a rather cheap automobile with a self-shifting transmission, but I am not sure whether I will buy it or not. What are the advantages of automatic transmission in contrast to the tradiional manual transmission?",9
247,247,What can I do to find where the tire of my bike is leaking?,10
248,248,"The front tire of my bicycle keeps getting deflated slowly. I'm sure there is a small hole somewhere, but how do I find it?",10
249,249,I think i punctured my tire the other day. Its leaking slowly. How can I fix this.,10
250,250,The tire on my bike keeps getting softer and softer. What's wrong?,10
251,251,How can I locate where the air is coming out on my tire that keeps getting deflated?,10
252,252,How do i best patch up an old and slightly punctured tire?,10
253,253,Instructions on fixing a flat bike tire? If possible i would like to fix the existing tire instead of buying a new one. Thanks!,10
254,254,"I want to seal up a leak in my tire, how do i got about this.",10
255,255,How do I find the leak of a flat tire?,10
256,256,How to patch a car tire when it's leaking?,10
257,257,Finding the exact spot in which a bike tire was pierced?,10
258,258,"Bike tire flat, how do I patch it?",10
259,259,What kind of glue should I use to attach a rubber patch on the pierced tire?,10
260,260,Where can one buy rubber tire patches?,10
261,261,Is it worth patching the tire or should I just buy a new tire?,10
262,262,"My tire is leaking, but it's doesn't go flat. How do I fix it?",10
263,263,Tire on my bike keeps deflating. How can I find the hole in it and patch it in the fastest way possible?,10
264,264,Can you patch a slightly punctured tire or do you have to buy a new one?,10
265,265,What tools do you need to patch a tire?,10
266,266,I am tired of taking my tires to a bicycle shop to get them patched. Is it simple enough to do it myself?,10
267,267,Is there an online manual for patching tires? I'd really like to learn how to do it.,10
268,268,On my way home I used a shortcut over a construction yard and I've hit a nail with my bike. How to patch it?,10
269,269,Is there some kind of quick and dirty solution for a temporary tire patch?,10
270,270,"Are there some specialized tools for tire patching? It seems so simple, yet complex.",10
271,271,How can i make my car go faster?,11
272,272,Increasing the speed and power of my car?,11
273,273,Is there any easy and cheap way to add more horse power to my car?,11
274,274,I want to make my car have more power. What are some easy ways to boost it?,11
275,275,What tweaks can I make on my car engine to give it a little bit of extra edge?,11
276,276,How can I boost my cars performance with some simple modifications.,11
277,277,I've bought an older car and plan to do some light racing with it. What can I upgrade at reasonable prices to make it a racing beast.,11
278,278,Is there a cost effective way to make a car faster.,11
279,279,Boosting a car engine in terms of horsepower.,11
280,280,What's the most horsepower you could possibly get out of Toyota's Avensis by boosting it?,11
281,281,Is there a nitro engine to buy around so I can get more power from my car?,11
282,282,I want some more power from my car engine. How can I achieve that without destroying the engine?,11
283,283,If I boost horsepowers on my car will my engine die sooner?,11
284,284,What is the cheapest way for boosting the power of a car engine?,11
285,285,How to safely increase the power of a car engine?,11
286,286,I heard of some diamond plugs for raising the power of a car engine. Where do I order these?,11
287,287,"I bought the car I liked but now I want to ""pimp"" it! I am a newbie so I need some beginner manuals and recommendations.",11
288,288,I have always been impressed with nitro in racing games. Is that really a viable car upgrade or is it a science fiction?,11
289,289,How can you improve your car top speed?,11
290,290,What are some engine modifications that could improve the car performance?,11
291,291,What kind of engine do you have to have in order to get a Nitrous Oxide tank in your favourite car?,11
292,292,What are superchargers and can they really increase your car's power levels?,11
293,293,"Are there some simple, yet effective car parts which can boost its strength and power?",11
294,294,Can reflashing the car electronics improve its perfomance?,11
295,295,Replacing the oil in my car.,12
296,296,How do I know when to replace the oil in my car?,12
297,297,"It's a bit expensive to have the mechanic change my oil. I'd like to do it myself, what's the best way?",12
298,298,How often does one need to put in new oil into a car?,12
299,299,Instructions on changing oil in my honda civic.,12
300,300,I bought some motor oil for my car. This is my first car so I'm a bit unsure how to go about it. Can you give me short instructions?,12
301,301,Is an oil change part of a car's regular maitenance. How often would i need to do it?,12
302,302,My chrysler seems to have a slight oil leak. I need to put in some more to get it to the shop. How can i do that?,12
303,303,Should they change the oil at the regular annual car maintenance check-up?,12
304,304,After what mileage should I replace the oil for my car's engine?,12
305,305,My car's overheating lamp is blinking. Should I replace the oil?,12
306,306,I cannot find the oil tube in my new car and I really need to check the level of oil.,12
307,307,What kind of car engine oil would you recommend for a BMW 3?,12
308,308,I've used Castrol before and it's been a terrible oil. What's better?,12
309,309,How difficult is it to change oil for my car engine?,12
310,310,How much does only changing the oil in the car shop cost?,12
311,311,Is it easy to change the oil in a car? Any tips?,12
312,312,I'll be changing oil in my automobile in a week. Do I have to pay attention to the oil's brand?,12
313,313,What happens if you don't change oil for too long?,12
314,314,Where is the oil used in car and why should it be changed on a regular basis?,12
315,315,Are there some tips and tricks for changing the oil in car efficiently?,12
316,316,How to replace the oil filter in older cars?,12
317,317,How should I dispose of used oil?,12
318,318,Is there some perfomance difference between the regular and recycled oil?,12
319,319,That jerk in the car service thinks too highly of himself. I am sure that changing the oil is not hard. Can anybody provide me some tutorials?,12
320,320,My shower has the worst pressure. Can I somehow increase it?,13
321,321,"Water comes out of the shower in my bathroom really slowly. It's really hard to shower like that, can I somehow increase the water pressure?",13
322,322,In my kitchen sink the water is so slow that i can barely wash the dishes. How could I fix this?,13
323,323,"The water pressure in my house is really low, I can barely use the shower or any of the faucets. Any suggestions on dealing with this?",13
324,324,I don't know what to do. In all faucets in my house water is barely coming out. It's not that there is no water but it comes out really slowly. Can i do something about this?,13
325,325,For about a month the pressure in my bathroom has been so low that it is almost unusable. Is there a pump or something that I could use to make it better?,13
326,326,"My tenants keep complaining that water in their apartments is coming out really slow, i suspect the entire building might have problems in the pipes. How can i increase the pressure?",13
327,327,"I have a water tank installed on my roof. Still, the water pressure in the house is far to low. What could be the problem? Can i maybe use a pump or something to remedy this?",13
328,328,Water from my shower is merely dripping and not flowing. Something's wrong with the water pressure.,13
329,329,"I switched from the pump in the basement to a tank on the roof, but water pressure in the shower is still weak.",13
330,330,I don't have enough water pressure for taking a shower. Who do I call to help?,13
331,331,Getting a better water pressure in the shower.,13
332,332,The water pressure in my apartment is terrible. Could it be because I'm on the top floor of the building?,13
333,333,I hate my shower. More often than not the water pressure is terrible.,13
334,334,"My mom has the worst shower ever, the water barely leaks at all. How do I fix the pressure?",13
335,335,What might cause a very weak water pressure in an old Victorian house?,13
336,336,Water pressure in my house is low only with hot water. What can be the cause of this?,13
337,337,Low pressure problem in my house at countryside is only present on some faucets. I have no clue what it could be.,13
338,338,What is the most common cause of low water pressure?,13
339,339,I can't even shower properly because of the water pressure which is so low. What is the first thing I should check?,13
340,340,"I've heard that by tightening the pressure reducing valves you can increase the water pressure, but it doesn't seem to work in my case. Any ideas?",13
341,341,How to troubleshoot the low water pressure in your house?,13
342,342,I've checked the pipes for leak and they are fine but I'm still having low water pressure. Any advice on the next step I should take?,13
343,343,How to remove the faucet's aerator to get the greater water pressure?,13
344,344,How to quickly clean debris from a kitchen faucet to help improve its flow?,13
345,345,How do i change tail lights on my honda civic.,14
346,346,How do i install new head lights into my chrysler.,14
347,347,I need to put in new signal lights into my car. Is it possible to do it myself?,14
348,348,"A guy knocked out my tail light the other day. I bought a new one, but since i dont have insurance i'd like to put it in myself to save some money. Any instructions on how to do this?",14
349,349,I broke my tail light. How can I replace it?,14
350,350,I think one of my headlights burned out. Can I fix this myself?,14
351,351,The other day an officer stopped me because one of my tail lights wasnt working. I always wanted to do some handy work with cars. Any advice on how to go about fixing this myself?,14
352,352,I'd like to learn more about cars. I thought i'd start with something really simple like installing new headlights or singal lights. Where can I find tutorials and information on how to do this?,14
353,353,My tail light got broken the other day. Is it easy to change it myself?,14
354,354,How hard is it to change a signal light on Toyota Auris?,14
355,355,Both my front lights simply died in the middle of the night ride. Do I simply replace the lights or is something else wrong here?,14
356,356,What to do when your car lights die and you're on the other part of the city from your home?,14
357,357,How much does changing a front car light usually cost?,14
358,358,I'd like to change a signal light on my car into a blue one. Is this allowed?,14
359,359,What's the average life-span of a front light bulb in BMW?,14
360,360,"Is it possible that all the lights on my car (front, rear, signal) stop working while the engine is turned on?",14
361,361,Cops stopped me on my way home and warned me to replace the headlights. Is it simple or do I have to pay someone to do it?,14
362,362,How to easily change the head lights on my Citroen C5?,14
363,363,What are some common pitfalls when changing the signal lights on my car?,14
364,364,What to pay the attention to when changing headlights on my old Fiat Punto?,14
365,365,This thing is a nightmare. I've changed the headlight bulbs but they won't turn on when they need to! What could be the problem?,14
366,366,Is there some kind of an illustrated section in every car manual on how to change the signal lights?,14
367,367,I can't seem to find the proper bulb for my headlights. Where can I find the information about the types of bulbs for the specific car?,14
368,368,I finally bought the replacement lightbulb for my signal lights. How to effortlessly change them?,14
369,369,I have a carpet that is glued to the floor. How do i go about getting it off.,15
370,370,I bought a new apartment. It seems the previous owner glued the carpet to the floor. How can I remove it?,15
371,371,"My kids decided it would be fun to glue our carpet to the floor. Now I have no idea how to separate it again, any advice would be welcome.",15
372,372,My drunk friend thought it would be hilarious to use superglue to stick my rug to the floor. Needless to say i have no idea how to get it separated again.,15
373,373,My daughter spilled some super glue. Trying to cover it up she put a carpet over it. Now I can't for the life of me get the carpet of the floor. How can i fix this situation?,15
374,374,"While exploring an old house we found a carpet stuck to the floor. I think it might have been glued down. We can't pull it loose, is there a special chemical that could help us?",15
375,375,"My brother played a practical joke on me which resulted in our carpet being stuck to the underlying boards using glue! We cant move it, help us fix it?!",15
376,376,"I have to move a carpet from the floor. The catch is it's glued there (long story). Apparently I'm out of my wits, i tried water and some cleaning agents but nothing seems to loosen it :/",15
377,377,"For some reason my wife glued our carpet to our wooden floor. How do I ""unglue"" it without scratching the floor?",15
378,378,My carpet somehow got glued to the floor. Pulling it didn't help. What kind of chemicals am I looking for here?,15
379,379,Help with separating our super-glued thick woolen carpet from the floor made of ceramic tiles.,15
380,380,"Help needed, I managed to glue the carpet to a wooden floor. My wife will kill me if she realizes it.",15
381,381,Is there another way of removing the glued carpet from the floor apart from cutting it off.,15
382,382,My three-year old son superglued a precious Persian rug to the floor and it stuck real bad. How do I fix this without damaging the rug?,15
383,383,How does one separate a carpet that's been superglued to the floor?,15
384,384,We had a slippery rug on the ceramic tiles and my brilliant wife decided to glue it to the floor so it doesn't move anymore. Help!,15
385,385,"Interestingly enough, I've glued my carpet to the wooden floor. How to separate it from it without damaging it?",15
386,386,How to remove a glued carpet from the floor? I'd like to do it as fast as possible.,15
387,387,Does anybody have an idea how to easily detach a glued carpet from the parquet floor?,15
